,age,fnlwgt,education num,capital gain,capital loss,hours per week,workclass,education,marital status,occupation,relationship,race,native country,origin
age,0.0,0.003856272023580737,0.0038452352837232864,0.0037193037595511513,0.003645488536082068,0.007177756758489556,0.002492673351858774,0.0036111710589314698,0.003059880251855643,0.0029608449483478428,0.003208473057025764,0.0008541130462128498,0.0039096363975289605,0.0016829681590564448
fnlwgt,0.003856272023580737,0.0,1.1036739857450367e-05,0.00013696826402958553,0.00021078348749866842,0.011034028782070292,0.0013635986717219634,0.0002451009646492673,0.00691615227543638,0.00681711697192858,0.0006477989665549724,0.003002158977367887,5.336437394822404e-05,0.00234988765268912
education num,0.0038452352837232864,1.1036739857450367e-05,0.0,0.00012593152417213503,0.00019974674764121803,0.011022992042212843,0.0013525619318645128,0.00023406422479181694,0.00690511553557893,0.006806080232071129,0.000636762226697522,0.0029911222375104364,6.44011138056744e-05,0.002339393310750574
capital gain,0.0037193037595511513,0.00013696826402958553,0.00012593152417213503,0.0,7.381522346908294e-05,0.010897060518040708,0.0012266304076923777,0.00010813270061968191,0.0067791840114067945,0.006680148707898994,0.0005108307025253868,0.0028651907133383017,0.0001903326379778095,0.002223364101956714
capital loss,0.003645488536082068,0.00021078348749866842,0.00019974674764121803,7.381522346908294e-05,0.0,0.010823245294571624,0.0011528151842232948,3.431747715059899e-05,0.006705368787937712,0.006606333484429912,0.000437015479056304,0.0027913754898692186,0.0002641478614468925,0.002159070926320026
hours per week,0.007177756758489556,0.011034028782070292,0.011022992042212843,0.010897060518040708,0.010823245294571624,0.0,0.00967043011034833,0.010788927817421025,0.004117876506633913,0.004216911810141713,0.010386229815515322,0.008031869804702406,0.011087393156018517,0.008687259761279605
workclass,0.002492673351858774,0.0013635986717219634,0.0013525619318645128,0.0012266304076923777,0.0011528151842232948,0.00967043011034833,0.0,0.001118497707072696,0.005552553603714417,0.0054535183002066175,0.0007157997051669908,0.0016385603056459238,0.0014169630456701873,0.0013566708616317197
education,0.0036111710589314698,0.0002451009646492673,0.00023406422479181694,0.00010813270061968191,3.431747715059899e-05,0.010788927817421025,0.001118497707072696,0.0,0.006671051310787112,0.0065720160072793125,0.0004026980019057051,0.0027570580127186197,0.0002984653385974914,0.0021300526786157924
marital status,0.003059880251855643,0.00691615227543638,0.00690511553557893,0.0067791840114067945,0.006705368787937712,0.004117876506633913,0.005552553603714417,0.006671051310787112,0.0,9.903530350780029e-05,0.006268353308881407,0.003913993298068493,0.006969516649384604,0.004574316240686877
occupation,0.0029608449483478428,0.00681711697192858,0.006806080232071129,0.006680148707898994,0.006606333484429912,0.004216911810141713,0.0054535183002066175,0.0065720160072793125,9.903530350780029e-05,0.0,0.006169318005373608,0.003814957994560693,0.006870481345876804,0.004475753196605217
relationship,0.003208473057025764,0.0006477989665549724,0.000636762226697522,0.0005108307025253868,0.000437015479056304,0.010386229815515322,0.0007157997051669908,0.0004026980019057051,0.006268353308881407,0.006169318005373608,0.0,0.002354360010812915,0.0007011633405031965,0.0018136780178560842
race,0.0008541130462128498,0.003002158977367887,0.0029911222375104364,0.0028651907133383017,0.0027913754898692186,0.008031869804702406,0.0016385603056459238,0.0027570580127186197,0.003913993298068493,0.003814957994560693,0.002354360010812915,0.0,0.0030555233513161113,0.001189861391385336
native country,0.0039096363975289605,5.336437394822404e-05,6.44011138056744e-05,0.0001903326379778095,0.0002641478614468925,0.011087393156018517,0.0014169630456701873,0.0002984653385974914,0.006969516649384604,0.006870481345876804,0.0007011633405031965,0.0030555233513161113,0.0,0.002400615750587705
origin,0.0016829681590564448,0.00234988765268912,0.002339393310750574,0.002223364101956714,0.002159070926320026,0.008687259761279605,0.0013566708616317197,0.0021300526786157924,0.004574316240686877,0.004475753196605217,0.0018136780178560842,0.001189861391385336,0.002400615750587705,0.0
