,age,fnlwgt,education num,capital gain,capital loss,hours per week,workclass,education,marital status,occupation,relationship,race,native country,origin
age,0.0,0.004269947983600464,0.004257756242019558,0.004118554396036425,0.004036910369538724,0.00045468332769814515,0.0027599907576307267,0.003998943995946814,0.003371000430870763,0.0032622682199988846,0.0035531278662734632,0.0009447490716517838,0.0043288418258048186,0.002237446130726133
fnlwgt,0.004269947983600464,0.0,1.2191741580905904e-05,0.00015139358756403843,0.0002330376140617399,0.0038152646559023186,0.0015099572259697374,0.00027100398765364975,0.007640948414471226,0.007532216203599349,0.0007168201173270005,0.0033251989119486795,5.889384220435498e-05,0.002058472956962861
education num,0.004257756242019558,1.2191741580905904e-05,0.0,0.00013920184598313254,0.00022084587248083406,0.0038030729143214126,0.0014977654843888312,0.00025881224607274386,0.00762875667289032,0.007520024462018443,0.0007046283757460945,0.0033130071703677743,7.108558378526086e-05,0.0020468236133008594
capital gain,0.004118554396036425,0.00015139358756403843,0.00013920184598313254,0.0,8.16440264977015e-05,0.00366387106833828,0.0013585636384056989,0.0001196104000896113,0.0074895548269071875,0.00738082261603531,0.000565426529762962,0.0031738053243846416,0.00021028742976839343,0.001917524082696002
capital loss,0.004036910369538724,0.0002330376140617399,0.00022084587248083406,8.16440264977015e-05,0.0,0.003582227041840579,0.0012769196119079974,3.796637359190978e-05,0.007407910800409486,0.007299178589537608,0.0004837825032652605,0.00309216129788694,0.00029193145626609494,0.0018454021040306954
hours per week,0.00045468332769814515,0.0038152646559023186,0.0038030729143214126,0.00366387106833828,0.003582227041840579,0.0,0.0023053074299325812,0.0035442606682486695,0.003825683758568908,0.0037169515476970297,0.003098444538575318,0.0004900657439536389,0.003874158498106674,0.001808987759664973
workclass,0.0027599907576307267,0.0015099572259697374,0.0014977654843888312,0.0013585636384056989,0.0012769196119079974,0.0023053074299325812,0.0,0.0012389532383160875,0.006130991188501489,0.006022258977629612,0.0007931371086427369,0.0018152416859789425,0.0015688510681740925,0.0009681463574591016
education,0.003998943995946814,0.00027100398765364975,0.00025881224607274386,0.0001196104000896113,3.796637359190978e-05,0.0035442606682486695,0.0012389532383160875,0.0,0.007369944426817578,0.007261212215945699,0.00044581612967335075,0.00305419492429503,0.0003298978298580047,0.0018127349598851506
marital status,0.003371000430870763,0.007640948414471226,0.00762875667289032,0.0074895548269071875,0.007407910800409486,0.003825683758568908,0.006130991188501489,0.007369944426817578,0.0,0.0001087322108718783,0.006924128297144226,0.004315749502522547,0.007699842256675582,0.005585594089406797
occupation,0.0032622682199988846,0.007532216203599349,0.007520024462018443,0.00738082261603531,0.007299178589537608,0.0037169515476970297,0.006022258977629612,0.007261212215945699,0.0001087322108718783,0.0,0.006815396086272348,0.0042070172916506676,0.007591110045803704,0.00547695023145421
relationship,0.0035531278662734632,0.0007168201173270005,0.0007046283757460945,0.000565426529762962,0.0004837825032652605,0.003098444538575318,0.0007931371086427369,0.00044581612967335075,0.006924128297144226,0.006815396086272348,0.0,0.002608378794621679,0.0007757139595313556,0.0014532807966421753
race,0.0009447490716517838,0.0033251989119486795,0.0033130071703677743,0.0031738053243846416,0.00309216129788694,0.0004900657439536389,0.0018152416859789425,0.00305419492429503,0.004315749502522547,0.0042070172916506676,0.002608378794621679,0.0,0.003384092754153035,0.001385205192308221
native country,0.0043288418258048186,5.889384220435498e-05,7.108558378526086e-05,0.00021028742976839343,0.00029193145626609494,0.003874158498106674,0.0015688510681740925,0.0003298978298580047,0.007699842256675582,0.007591110045803704,0.0007757139595313556,0.003384092754153035,0.0,0.002114730523117577
origin,0.002237446130726133,0.002058472956962861,0.0020468236133008594,0.001917524082696002,0.0018454021040306954,0.001808987759664973,0.0009681463574591016,0.0018127349598851506,0.005585594089406797,0.00547695023145421,0.0014532807966421753,0.001385205192308221,0.002114730523117577,0.0
